CNTY_ST,STUSAB,FIPS,PPOV,PFHH,PHSLS,PUNEM,LO_POV,YCOORD,XCOORD,OTMIG,SQRTPPOV,PHSPLUS
Adair County  KY,KY,21001,0.30857700000,0.17638800000,0.68833800000,0.10771700000,-0.80678000000,-268581.11763300000,896191.05179800000,0.154124,0.555497,0.311662
Allen County  KY,KY,21003,0.23839800000,0.16787100000,0.74800900000,0.04920400000,-1.16148500000,-316105.71662100000,824657.00268300000,0.144803,0.488260,0.251991
Anderson County  KY,KY,21005,0.09027800000,0.15350600000,0.63017100000,0.03987900000,-2.31024800000,-166554.01451800000,908236.99891099900,0.142684,0.300463,0.369829
Ballard County  KY,KY,21007,0.19830800000,0.14779300000,0.64028200000,0.04159400000,-1.39690500000,-303919.75194900000,586479.33105100000,0.144852,0.445318,0.359718
Barren County  KY,KY,21009,0.20634900000,0.18238000000,0.71017200000,0.05410600000,-1.34707400000,-290113.03405000000,843534.26676499900,0.123058,0.454257,0.289828
Bath County  KY,KY,21011,0.29883300000,0.19429000000,0.74239400000,0.06663800000,-0.85286000000,-137867.37453999900,1008533.70674400000,0.141937,0.546656,0.257606
Bell County  KY,KY,21013,0.42148100000,0.25443600000,0.76286400000,0.11107800000,-0.31669800000,-292644.26447499900,1035337.64175700000,0.149443,0.649216,0.237136
Boone County  KY,KY,21015,0.06776800000,0.15194100000,0.48897800000,0.03106300000,-2.62149400000,-57486.23596400000,916571.91060900000,0.220011,0.260323,0.511022
Bourbon County  KY,KY,21017,0.19285000000,0.23067800000,0.64127800000,0.03787100000,-1.43159900000,-136226.28583899900,968814.17019600000,0.177654,0.439147,0.358722
Boyd County  KY,KY,21019,0.23451200000,0.22375700000,0.57460600000,0.08479100000,-1.18300400000,-102108.88078000000,1091246.81751200000,0.188630,0.484264,0.425394
Boyle County  KY,KY,21021,0.16133300000,0.24634100000,0.56633400000,0.04281100000,-1.64834600000,-207109.86285700000,923565.60174099900,0.214336,0.401663,0.433666
Bracken County  KY,KY,21023,0.10662800000,0.18669100000,0.70530100000,0.04896000000,-2.12565400000,-81817.18950500000,972215.76402999900,0.203777,0.326539,0.294699
Breathitt County  KY,KY,21025,0.43468200000,0.22375300000,0.72685600000,0.10134800000,-0.26277200000,-201671.42450699900,1052347.99981000000,0.142202,0.659304,0.273144
Breckinridge County  KY,KY,21027,0.16759000000,0.16446800000,0.75349800000,0.06008300000,-1.60280200000,-205456.98142900000,792731.56262900000,0.139041,0.409378,0.246502
Bullitt County  KY,KY,21029,0.11507300000,0.16576200000,0.65086200000,0.03152900000,-2.03994000000,-177113.30910300000,850761.19166400000,0.151000,0.339224,0.349138
Butler County  KY,KY,21031,0.18781100000,0.15843900000,0.79526500000,0.04849100000,-1.46429700000,-270098.12352299900,778318.41954799900,0.128253,0.433372,0.204735
Caldwell County  KY,KY,21033,0.20623900000,0.18516100000,0.67774400000,0.05496700000,-1.34774600000,-286472.39390199900,680152.69518100000,0.148334,0.454135,0.322256
Calloway County  KY,KY,21035,0.18610200000,0.19579800000,0.45796700000,0.09559900000,-1.47553900000,-347379.74712299900,651351.50204000000,0.194199,0.431395,0.542033
Campbell County  KY,KY,21037,0.12447200000,0.22517300000,0.53584300000,0.03869900000,-1.95074700000,-56506.08366400000,945095.69543500000,0.176370,0.352806,0.464157
Carlisle County  KY,KY,21039,0.18597100000,0.18222200000,0.66187200000,0.06247400000,-1.47640800000,-326477.09186200000,590591.06856699900,0.142327,0.431244,0.338128
Carroll County  KY,KY,21041,0.20643100000,0.22563300000,0.69330700000,0.06744100000,-1.34657400000,-94688.09693600000,888561.94927700000,0.198649,0.454347,0.306693
Carter County  KY,KY,21043,0.29550400000,0.17196500000,0.71334900000,0.08151800000,-0.86880200000,-110938.10880000000,1062457.96082299000,0.125798,0.543603,0.286651
Casey County  KY,KY,21045,0.32299000000,0.17586400000,0.80024000000,0.05879700000,-0.74006600000,-241023.69385200000,922569.55101000000,0.134311,0.568322,0.199760
Christian County  KY,KY,21047,0.19524500000,0.22185200000,0.58497700000,0.06847100000,-1.41628000000,-311349.13004399900,714241.28258100000,0.294736,0.441865,0.415023
Clark County  KY,KY,21049,0.15011800000,0.20866000000,0.62233100000,0.04647600000,-1.73367500000,-161448.63538299900,977933.49577699900,0.177139,0.387451,0.377669
Clay County  KY,KY,21051,0.47844300000,0.18522000000,0.79860200000,0.10730600000,-0.08628100000,-245905.23124699900,1025551.90635800000,0.129756,0.691696,0.201398
Clinton County  KY,KY,21053,0.31916900000,0.17680900000,0.77165100000,0.06122400000,-0.75759500000,-308648.83627199900,913209.15785800000,0.105077,0.564950,0.228349
Crittenden County  KY,KY,21055,0.30818800000,0.17460300000,0.72898800000,0.06714600000,-0.80860600000,-265238.30534399900,659010.60570600000,0.202646,0.555147,0.271012
Cumberland County  KY,KY,21057,0.30468800000,0.19771400000,0.80516400000,0.06528900000,-0.82507500000,-304640.91714999900,891325.58619299900,0.126724,0.551986,0.194836
Daviess County  KY,KY,21059,0.16016200000,0.21928600000,0.56985600000,0.05757600000,-1.65702300000,-215567.78066700000,738867.57870900000,0.142320,0.400202,0.430144
Edmonson County  KY,KY,21061,0.25609800000,0.15561600000,0.78503300000,0.06911800000,-1.06635100000,-266056.12517100000,815201.95797600000,0.123763,0.506061,0.214967
Elliott County  KY,KY,21063,0.30773800000,0.15909100000,0.78434100000,0.10543800000,-0.81071700000,-133519.66500199900,1061687.48656599000,0.135645,0.554741,0.215659
Estill County  KY,KY,21065,0.32998100000,0.22149000000,0.78054900000,0.07356200000,-0.70827100000,-190103.69048200000,997009.37022899900,0.119129,0.574440,0.219451
Fayette County  KY,KY,21067,0.14732900000,0.25480900000,0.36035500000,0.05362400000,-1.75570700000,-156886.88386000000,951384.43608999900,0.239021,0.383835,0.639645
Fleming County  KY,KY,21069,0.25161100000,0.15434100000,0.71048500000,0.06656200000,-1.09003900000,-112590.85810899900,1008918.45282900000,0.133108,0.501608,0.289515
Floyd County  KY,KY,21071,0.40136700000,0.20466800000,0.68660400000,0.10036500000,-0.39977100000,-190916.55734800000,1099467.07840100000,0.113854,0.633535,0.313396
Franklin County  KY,KY,21073,0.12840400000,0.24706700000,0.52644900000,0.06170600000,-1.91514800000,-139501.91975100000,914402.35011200000,0.152945,0.358335,0.473551
Fulton County  KY,KY,21075,0.32536400000,0.39029500000,0.71073000000,0.08611800000,-0.72923000000,-360944.80746400000,574935.01036900000,0.201412,0.570407,0.289270
Gallatin County  KY,KY,21077,0.17146700000,0.16495800000,0.76836900000,0.03462100000,-1.57526500000,-82272.87649900000,908832.66156100000,0.122299,0.414086,0.231631
Garrard County  KY,KY,21079,0.19666200000,0.16283900000,0.67060200000,0.05053400000,-1.40728900000,-202055.74287900000,950543.10226600000,0.171596,0.443466,0.329398
Grant County  KY,KY,21081,0.15468500000,0.18263300000,0.72101900000,0.05425100000,-1.69831500000,-91817.04525300000,929384.12448999900,0.200876,0.393300,0.278981
Graves County  KY,KY,21083,0.22723100000,0.19602000000,0.65318200000,0.05505400000,-1.22401200000,-338766.38855799900,618572.04977899900,0.139439,0.476688,0.346818
Grayson County  KY,KY,21085,0.25039000000,0.19228300000,0.74414000000,0.05662100000,-1.09653500000,-239173.50734600000,803475.31775399900,0.130827,0.500390,0.255860
Green County  KY,KY,21087,0.23561600000,0.16275800000,0.74514200000,0.05116600000,-1.17686400000,-253625.60344499900,871489.33047499900,0.125882,0.485403,0.254858
Greenup County  KY,KY,21089,0.18867900000,0.17745800000,0.62515100000,0.07302300000,-1.45861500000,-84452.30633700000,1069193.99018000000,0.159216,0.434372,0.374849
Hancock County  KY,KY,21091,0.18198300000,0.14529900000,0.68082000000,0.05141000000,-1.50297100000,-200893.47157900000,763186.74854099900,0.128504,0.426595,0.319180
Hardin County  KY,KY,21093,0.13892600000,0.20886200000,0.54258200000,0.05739600000,-1.82423900000,-209613.46773599900,832084.46791100000,0.280409,0.372728,0.457418
Harlan County  KY,KY,21095,0.40402100000,0.20761300000,0.74911700000,0.13221500000,-0.38873900000,-273469.69974700000,1071430.24371100000,0.119987,0.635626,0.250883
Harrison County  KY,KY,21097,0.16094000000,0.18329100000,0.68507800000,0.03641100000,-1.65124800000,-111559.21043399900,956136.09739200000,0.129129,0.401173,0.314922
Hart County  KY,KY,21099,0.28616300000,0.17769700000,0.76579000000,0.06572600000,-0.91409400000,-252771.19029699900,843498.61343300000,0.118249,0.534942,0.234210
Henderson County  KY,KY,21101,0.17604500000,0.21979900000,0.60359000000,0.05446000000,-1.54337800000,-212296.22703099900,698074.22528000000,0.140114,0.419577,0.396410
Henry County  KY,KY,21103,0.16417900000,0.18398400000,0.71006000000,0.03739300000,-1.62745600000,-118832.60127000000,891849.16261600000,0.206335,0.405190,0.289940
Hickman County  KY,KY,21105,0.27743600000,0.22528400000,0.75298400000,0.06476400000,-0.95721400000,-345874.54763300000,591665.48974700000,0.161499,0.526722,0.247016
Hopkins County  KY,KY,21107,0.24731900000,0.22078400000,0.67342500000,0.07046300000,-1.11296400000,-265916.78250899900,705713.62680800000,0.124645,0.497312,0.326575
Jackson County  KY,KY,21109,0.36950900000,0.15976600000,0.80993900000,0.08842200000,-0.53432400000,-220541.02710300000,997594.32386000000,0.093837,0.607873,0.190061
Jefferson County  KY,KY,21111,0.18518200000,0.29270400000,0.48051400000,0.05044600000,-1.48162200000,-152818.65849700000,851014.97191500000,0.147426,0.430328,0.519486
Jessamine County  KY,KY,21113,0.13997800000,0.18121100000,0.52841500000,0.04269500000,-1.81547000000,-176905.52957899900,943729.46732900000,0.227439,0.374136,0.471585
Johnson County  KY,KY,21115,0.36065600000,0.18407500000,0.71374100000,0.08410500000,-0.57251900000,-160139.57089500000,1087780.35008100000,0.144471,0.600546,0.286259
Kenton County  KY,KY,21117,0.12429600000,0.21321900000,0.50943600000,0.03504000000,-1.95236300000,-59529.75214100000,932833.77956000000,0.196098,0.352556,0.490564
Knott County  KY,KY,21119,0.40220200000,0.19090900000,0.68850000000,0.15616800000,-0.39629900000,-215719.03710900000,1085533.96962399000,0.113747,0.634194,0.311500
Knox County  KY,KY,21121,0.42522400000,0.21540600000,0.77894200000,0.08946300000,-0.30136500000,-277053.52093499900,1017972.65490300000,0.109205,0.652092,0.221058
Larue County  KY,KY,21123,0.19378200000,0.18928400000,0.68829100000,0.04764200000,-1.42562000000,-223911.33836800000,855919.94418200000,0.181790,0.440207,0.311709
Laurel County  KY,KY,21125,0.29357900000,0.18867700000,0.70702100000,0.05383700000,-0.87806300000,-255786.72308699900,992790.94021799900,0.112071,0.541829,0.292979
Lawrence County  KY,KY,21127,0.40575200000,0.16450800000,0.74118300000,0.11541200000,-0.38155300000,-134703.39770400000,1092132.17938000000,0.113163,0.636987,0.258817
Lee County  KY,KY,21129,0.41775000000,0.21457900000,0.80146800000,0.09428700000,-0.33201600000,-198084.34766599900,1018900.78663000000,0.107528,0.646336,0.198532
Leslie County  KY,KY,21131,0.39301200000,0.18706700000,0.76149700000,0.10222000000,-0.43467000000,-249326.76761499900,1054214.67523099000,0.139004,0.626907,0.238503
Letcher County  KY,KY,21133,0.36181300000,0.16876300000,0.73428800000,0.10991300000,-0.56750300000,-240113.81093599900,1097393.27188399000,0.124347,0.601509,0.265712
Lewis County  KY,KY,21135,0.36757100000,0.15352300000,0.77183500000,0.11701400000,-0.54265300000,-91261.60196200000,1032393.87959100000,0.124604,0.606276,0.228165
Lincoln County  KY,KY,21137,0.27173900000,0.17575000000,0.76125700000,0.05003800000,-0.98581700000,-223623.17544299900,942912.97716400000,0.139509,0.521286,0.238743
Livingston County  KY,KY,21139,0.11280600000,0.13582300000,0.66210500000,0.04707600000,-2.06239100000,-282878.89140600000,639028.51048900000,0.132639,0.335866,0.337895
Logan County  KY,KY,21141,0.21346100000,0.19365000000,0.71744700000,0.04207300000,-1.30418700000,-310166.17564600000,765779.71743900000,0.154482,0.462018,0.282553
Lyon County  KY,KY,21143,0.17581500000,0.19119700000,0.69380900000,0.05459400000,-1.54496000000,-302007.79225300000,663403.73990199900,0.227205,0.419303,0.306191
McCracken County  KY,KY,21145,0.22130300000,0.25469400000,0.53511400000,0.05966900000,-1.25808800000,-302559.61660000000,610477.85523800000,0.178061,0.470429,0.464886
McCreary County  KY,KY,21147,0.41393500000,0.22494600000,0.78408900000,0.11298700000,-0.34772000000,-300850.32360900000,967585.17626800000,0.108092,0.643378,0.215911
McLean County  KY,KY,21149,0.21191800000,0.16083900000,0.67645500000,0.06066500000,-1.31340400000,-239382.13136299900,726471.27842300000,0.117539,0.460346,0.323545
Madison County  KY,KY,21151,0.18224200000,0.21360100000,0.48687600000,0.04993900000,-1.50123300000,-190440.11708600000,970787.91220400000,0.175889,0.426898,0.513124
Magoffin County  KY,KY,21153,0.46025500000,0.15764300000,0.78370400000,0.12759200000,-0.15931800000,-178300.09479599900,1070825.63329200000,0.093228,0.678421,0.216296
Marion County  KY,KY,21155,0.22300600000,0.23090000000,0.73596900000,0.05923800000,-1.24823600000,-219047.54814699900,891260.82270100000,0.139482,0.472235,0.264031
Marshall County  KY,KY,21157,0.11880700000,0.16032000000,0.61313000000,0.04163400000,-2.00377400000,-318779.46023299900,644102.18026299900,0.122787,0.344684,0.386870
Martin County  KY,KY,21159,0.45444200000,0.19241000000,0.75232200000,0.12780900000,-0.18274000000,-161235.78942500000,1114607.88421900000,0.154887,0.674123,0.247678
Mason County  KY,KY,21161,0.23671700000,0.20009300000,0.62276200000,0.05400400000,-1.17076100000,-89237.51349800000,995200.51397600000,0.202170,0.486536,0.377238
Meade County  KY,KY,21163,0.14074800000,0.14829700000,0.63278600000,0.07222700000,-1.80908800000,-182378.51074600000,808224.03989400000,0.131367,0.375164,0.367214
Menifee County  KY,KY,21165,0.40824000000,0.16256200000,0.81389700000,0.08343300000,-0.37124700000,-158648.82516800000,1023354.78756100000,0.152450,0.638937,0.186103
Mercer County  KY,KY,21167,0.17620100000,0.18537900000,0.67168500000,0.03640100000,-1.54230200000,-186627.49781100000,920425.64514399900,0.156023,0.419763,0.328315
Metcalfe County  KY,KY,21169,0.29389900000,0.16821000000,0.79701100000,0.06545000000,-0.87652000000,-284492.29715499900,868624.97824700000,0.117949,0.542125,0.202989
Monroe County  KY,KY,21171,0.27491000000,0.17152500000,0.76604300000,0.10067200000,-0.96985000000,-316002.94665900000,864827.99794399900,0.128444,0.524319,0.233957
Montgomery County  KY,KY,21173,0.18712600000,0.20187200000,0.69262100000,0.05920100000,-1.46879400000,-152000.97128800000,996226.42572699900,0.146707,0.432581,0.307379
Morgan County  KY,KY,21175,0.34852500000,0.14467300000,0.76191400000,0.08434700000,-0.62553100000,-156875.86499300000,1051506.63910200000,0.119850,0.590360,0.238086
Muhlenberg County  KY,KY,21177,0.27143900000,0.17320300000,0.74727000000,0.07606400000,-0.98733600000,-273010.31260700000,739910.10903100000,0.103899,0.520998,0.252730
Nelson County  KY,KY,21179,0.15781200000,0.20177400000,0.64983000000,0.03694400000,-1.67459900000,-193128.44200800000,871752.07360600000,0.130102,0.397256,0.350170
Nicholas County  KY,KY,21181,0.14375000000,0.16412700000,0.74069100000,0.09578700000,-1.78448700000,-119881.14274200000,983440.27333700000,0.126403,0.379144,0.259309
Ohio County  KY,KY,21183,0.22379400000,0.15180400000,0.73804000000,0.05328800000,-1.24369500000,-241609.92006400000,761379.50644300000,0.114707,0.473069,0.261960
Oldham County  KY,KY,21185,0.05026300000,0.10814100000,0.41891200000,0.02516500000,-2.93891900000,-127410.50986900000,865580.16024200000,0.207513,0.224194,0.581088
Owen County  KY,KY,21187,0.17371600000,0.13616400000,0.73709600000,0.05286900000,-1.55951700000,-108099.69817500000,914596.86867700000,0.167046,0.416793,0.262904
Owsley County  KY,KY,21189,0.56440700000,0.21844700000,0.80125100000,0.08831300000,0.25906600000,-217019.96654600000,1024265.90079999000,0.119814,0.751270,0.198749
Pendleton County  KY,KY,21191,0.14893600000,0.14342400000,0.73972100000,0.04977000000,-1.74296900000,-83923.73084000000,950194.02907499900,0.160420,0.385922,0.260279
Perry County  KY,KY,21193,0.36871300000,0.19974500000,0.72243900000,0.11586600000,-0.53774000000,-230958.94232999900,1065159.65085399000,0.155796,0.607217,0.277561
Pike County  KY,KY,21195,0.30686300000,0.18140700000,0.71423400000,0.08953100000,-0.81482800000,-196296.63599400000,1129724.57541600000,0.122800,0.553952,0.285766
Powell County  KY,KY,21197,0.31446700000,0.19395600000,0.80853900000,0.05618200000,-0.77931600000,-173286.98711200000,1006544.35971200000,0.138804,0.560774,0.191461
Pulaski County  KY,KY,21199,0.27441200000,0.19288800000,0.69298000000,0.05070400000,-0.97234900000,-261452.21795500000,954716.08962200000,0.112133,0.523843,0.307020
Robertson County  KY,KY,21201,0.31215000000,0.14126400000,0.74810900000,0.05662300000,-0.79008900000,-100108.35262500000,977779.38540300000,0.138623,0.558704,0.251891
Rockcastle County  KY,KY,21203,0.28831100000,0.19335800000,0.78698300000,0.06738100000,-0.90360100000,-229916.56397300000,972714.07552199900,0.130269,0.536946,0.213017
Rowan County  KY,KY,21205,0.21471500000,0.19370900000,0.49094500000,0.08149800000,-1.29673300000,-128617.98113400000,1034036.82937500000,0.193383,0.463373,0.509055
Russell County  KY,KY,21207,0.31047800000,0.18867900000,0.71772600000,0.06514900000,-0.79788400000,-278828.91840400000,916170.32652000000,0.133191,0.557206,0.282274
Scott County  KY,KY,21209,0.11322900000,0.19793900000,0.52286600000,0.03768500000,-2.05817000000,-130743.34848200000,937644.77777599900,0.197113,0.336495,0.477134
Shelby County  KY,KY,21211,0.13431900000,0.17995700000,0.57498800000,0.03872800000,-1.86329500000,-145255.82220000000,888721.69856399900,0.191149,0.366496,0.425012
Simpson County  KY,KY,21213,0.14381900000,0.20664200000,0.68198000000,0.03249200000,-1.78392500000,-320611.59892900000,791940.44979900000,0.157244,0.379235,0.318020
Spencer County  KY,KY,21215,0.09385900000,0.11642200000,0.65263000000,0.04061900000,-2.26739700000,-166711.01801400000,880202.05583199900,0.166649,0.306364,0.347370
Taylor County  KY,KY,21217,0.23724300000,0.22195000000,0.65436700000,0.07301900000,-1.16785200000,-240132.75933199900,888849.44223299900,0.138838,0.487076,0.345633
Todd County  KY,KY,21219,0.22166100000,0.18770400000,0.73312100000,0.04445600000,-1.25601400000,-315305.75802000000,740910.00742599900,0.185570,0.470809,0.266879
Trigg County  KY,KY,21221,0.13892800000,0.17480200000,0.64073100000,0.04883600000,-1.82422200000,-323965.24915400000,683048.74508799900,0.162311,0.372730,0.359269
Trimble County  KY,KY,21223,0.15011800000,0.14864900000,0.70510500000,0.05228600000,-1.73367900000,-102817.82032899900,871886.56169799900,0.184500,0.387451,0.294895
Union County  KY,KY,21225,0.23937100000,0.20578600000,0.68144900000,0.12752400000,-1.15612900000,-230320.75757300000,668651.61113800000,0.137888,0.489256,0.318551
Warren County  KY,KY,21227,0.18259100000,0.22103200000,0.47435600000,0.05798600000,-1.49889100000,-291454.15313100000,802283.28460599900,0.198403,0.427307,0.525644
Washington County  KY,KY,21229,0.14795500000,0.16923100000,0.69178800000,0.04618100000,-1.75072800000,-195978.70194500000,896442.94585799900,0.124002,0.384649,0.308212
Wayne County  KY,KY,21231,0.34943900000,0.17762700000,0.77524400000,0.07928000000,-0.62150800000,-297394.39619200000,937922.63497799900,0.091391,0.591134,0.224756
Webster County  KY,KY,21233,0.20362700000,0.18309900000,0.71729000000,0.04650800000,-1.36378000000,-243835.42827400000,691760.85803300000,0.187058,0.451250,0.282710
Whitley County  KY,KY,21235,0.34241400000,0.21573300000,0.68611300000,0.06746900000,-0.65255400000,-294878.64141699900,995622.83070599900,0.168211,0.585162,0.313887
Wolfe County  KY,KY,21237,0.51466500000,0.20824500000,0.76166800000,0.09109100000,0.05867800000,-179673.97619600000,1035088.31760000000,0.162896,0.717402,0.238332
Woodford County  KY,KY,21239,0.08135100000,0.16356000000,0.48111400000,0.02633600000,-2.42412800000,-159824.98408200000,928027.71038700000,0.241832,0.285221,0.518886
Acadia Parish  LA,LA,22001,0.30714700000,0.23460000000,0.72628400000,0.07086100000,-0.81349000000,-1070690.41640000000,330406.80771899900,0.115688,0.554208,0.273716
Allen Parish  LA,LA,22003,0.23022300000,0.24397600000,0.75301200000,0.07318500000,-1.20705400000,-1031994.50262000000,290713.61026400000,0.126847,0.479816,0.246988
Ascension Parish  LA,LA,22005,0.16514400000,0.19584200000,0.62139900000,0.05375800000,-1.62043800000,-1073734.69635000000,469017.09823700000,0.123333,0.406379,0.378601
Assumption Parish  LA,LA,22007,0.28710600000,0.22048000000,0.76443900000,0.09271600000,-0.90948100000,-1108015.60680000000,456914.11232600000,0.089909,0.535823,0.235561
Avoyelles Parish  LA,LA,22009,0.32860600000,0.26993600000,0.77457800000,0.08089500000,-0.71449400000,-982106.17245499900,364366.21182500000,0.094259,0.573242,0.225422
Beauregard Parish  LA,LA,22011,0.19840200000,0.18051100000,0.65790200000,0.07235900000,-1.39631200000,-1033975.34630000000,243497.23442100000,0.187334,0.445423,0.342098
Bienville Parish  LA,LA,22013,0.34465700000,0.31695700000,0.69355500000,0.09951200000,-0.64261000000,-844908.63038700000,263745.18666399900,0.166248,0.587075,0.306445
Bossier Parish  LA,LA,22015,0.19437400000,0.24261100000,0.50721600000,0.05576500000,-1.42183500000,-809619.80203100000,213616.44512300000,0.221595,0.440879,0.492784
Caddo Parish  LA,LA,22017,0.31083600000,0.37175300000,0.54473200000,0.09291800000,-0.79621300000,-821227.11220500000,189162.94424899900,0.170140,0.557527,0.455268
Calcasieu Parish  LA,LA,22019,0.20313400000,0.25412400000,0.57376700000,0.06934700000,-1.36682300000,-1080455.60757000000,243528.12915800000,0.141186,0.450704,0.426233
Caldwell Parish  LA,LA,22021,0.28182200000,0.22432900000,0.74451700000,0.07368700000,-0.93544300000,-869997.14874900000,349066.12928900000,0.145404,0.530869,0.255483
Cameron Parish  LA,LA,22023,0.13140800000,0.13500000000,0.73795900000,0.04562000000,-1.88856700000,-1119335.25848000000,260122.57338500000,0.169324,0.362502,0.262041
Catahoula Parish  LA,LA,22025,0.42361900000,0.25487300000,0.76117600000,0.08622000000,-0.30793600000,-916171.04705800000,375410.02017500000,0.147242,0.650860,0.238824
Claiborne Parish  LA,LA,22027,0.36782400000,0.33047200000,0.70024700000,0.09448900000,-0.54156200000,-792053.86600899900,267397.81357900000,0.162492,0.606485,0.299753
Concordia Parish  LA,LA,22029,0.42086400000,0.31670000000,0.71355300000,0.09880400000,-0.31922800000,-939696.71907999900,395316.70456300000,0.148538,0.648740,0.286447
De Soto Parish  LA,LA,22031,0.34091200000,0.31577300000,0.70147300000,0.08103800000,-0.65923100000,-879036.97999300000,203513.80999099900,0.139431,0.583877,0.298527
East Baton Rouge Parish  LA,LA,22033,0.23032000000,0.30681700000,0.41857200000,0.06292500000,-1.20650400000,-1037613.76921000000,450042.03178700000,0.173033,0.479917,0.581428
East Carroll Parish  LA,LA,22035,0.56784500000,0.48431700000,0.76204300000,0.15007900000,0.27306200000,-795329.42104599900,424511.35694700000,0.143015,0.753555,0.237957
East Feliciana Parish  LA,LA,22037,0.29455200000,0.27680100000,0.69365000000,0.11172100000,-0.87337700000,-1003387.94847000000,452786.27729300000,0.193550,0.542726,0.306350
Evangeline Parish  LA,LA,22039,0.39471100000,0.26810100000,0.74554500000,0.07254000000,-0.42755000000,-1022119.06895000000,329048.24918200000,0.093271,0.628260,0.254455
Franklin Parish  LA,LA,22041,0.41625700000,0.26836700000,0.75814300000,0.08319700000,-0.33815600000,-863688.67206100000,388619.96096499900,0.127170,0.645180,0.241857
Grant Parish  LA,LA,22043,0.28055200000,0.22411800000,0.69832400000,0.06959700000,-0.94172600000,-926176.71180399900,311347.79033100000,0.146487,0.529672,0.301676
Iberia Parish  LA,LA,22045,0.31762100000,0.26803000000,0.71865600000,0.09219500000,-0.76472600000,-1112131.54457000000,394877.92310000000,0.117868,0.563579,0.281344
Iberville Parish  LA,LA,22047,0.30412700000,0.30170600000,0.73193200000,0.07389100000,-0.82772300000,-1069808.94492000000,428397.92046300000,0.152123,0.551477,0.268068
Jackson Parish  LA,LA,22049,0.27031900000,0.24805400000,0.66417300000,0.05442800000,-0.99300500000,-848349.20936199900,308548.01060099900,0.161476,0.519922,0.335827
Jefferson Parish  LA,LA,22051,0.20342500000,0.26466000000,0.51617800000,0.05605600000,-1.36502700000,-1111487.38156000000,542995.64989600000,0.162850,0.451027,0.483822
Jefferson Davis Parish  LA,LA,22053,0.25647800000,0.22469500000,0.71871900000,0.07867000000,-1.06435800000,-1074611.25781000000,293485.37734100000,0.135342,0.506437,0.281281
Lafayette Parish  LA,LA,22055,0.18600000000,0.25414400000,0.48795600000,0.06881700000,-1.47621500000,-1078700.01098000000,362848.92797500000,0.159953,0.431277,0.512044
Lafourche Parish  LA,LA,22057,0.22102000000,0.19137200000,0.70113400000,0.05888500000,-1.25973200000,-1142573.89257000000,518605.09481799900,0.106441,0.470128,0.298866
La Salle Parish  LA,LA,22059,0.24014000000,0.14791900000,0.70681800000,0.05467400000,-1.15191100000,-916216.70875899900,347080.23956700000,0.142505,0.490041,0.293182
Lincoln Parish  LA,LA,22061,0.30319700000,0.30937300000,0.37910700000,0.13307600000,-0.83211900000,-815506.66454899900,297755.90023799900,0.269571,0.550633,0.620893
Livingston Parish  LA,LA,22063,0.12003400000,0.15872900000,0.65945400000,0.04774100000,-1.99210400000,-1046827.87801000000,484812.50946600000,0.122408,0.346459,0.340546
Madison Parish  LA,LA,22065,0.52578100000,0.42171700000,0.72259000000,0.12492300000,0.10321400000,-836086.58148599900,425790.28881200000,0.117478,0.725108,0.277410
Morehouse Parish  LA,LA,22067,0.36335700000,0.33614800000,0.73128200000,0.11089600000,-0.56082200000,-788078.79677500000,373619.54058600000,0.134045,0.602791,0.268718
Natchitoches Parish  LA,LA,22069,0.33164000000,0.32589300000,0.54351100000,0.09850000000,-0.70077800000,-914185.31953300000,262355.06265099900,0.206024,0.575882,0.456489
Orleans Parish  LA,LA,22071,0.40533500000,0.47933800000,0.49399900000,0.09532300000,-0.38328300000,-1083089.09467000000,560243.07782400000,0.204864,0.636659,0.506001
Ouachita Parish  LA,LA,22073,0.30037500000,0.32317100000,0.51376100000,0.08231400000,-0.84551400000,-827358.95630800000,343836.46919400000,0.172540,0.548065,0.486239
Plaquemines Parish  LA,LA,22075,0.20904800000,0.20044900000,0.65158600000,0.06732800000,-1.33067100000,-1152413.77249000000,596307.34895599900,0.236798,0.457218,0.348414
Pointe Coupee Parish  LA,LA,22077,0.30214300000,0.23865900000,0.69606100000,0.07244700000,-0.83711400000,-1021047.92682000000,402828.71598899900,0.143686,0.549675,0.303939
Rapides Parish  LA,LA,22079,0.27046800000,0.29318600000,0.60755100000,0.07077200000,-0.99225000000,-970539.69456300000,315401.55425599900,0.139722,0.520065,0.392449
Red River Parish  LA,LA,22081,0.40467600000,0.30788200000,0.74341800000,0.11900100000,-0.38601800000,-873844.25666700000,239144.33238199900,0.182709,0.636141,0.256582
Richland Parish  LA,LA,22083,0.39594000000,0.30987600000,0.71553000000,0.06873600000,-0.42241100000,-832518.45179299900,379082.38273800000,0.140960,0.629238,0.284470
Sabine Parish  LA,LA,22085,0.29427200000,0.23039700000,0.70550500000,0.08227600000,-0.87472500000,-933150.75472299900,221380.52886200000,0.116222,0.542468,0.294495
St. Bernard Parish  LA,LA,22087,0.17050600000,0.21810000000,0.63796400000,0.05760000000,-1.58204900000,-1102930.94252000000,595681.25193999900,0.107196,0.412924,0.362036
St. Charles Parish  LA,LA,22089,0.14434900000,0.20376400000,0.56464800000,0.05215100000,-1.77962700000,-1102861.16990000000,521940.22618499900,0.161403,0.379933,0.435352
