Page ID	Name	Creation Date	Type	Louvain Community	Final In Degree	EC Estimate	Fraction of total pageviews (July 2015)	Number of Edits	Unique Editors	Number of Talk Page Edits	Unique Talk Page Editors	Page Size
429	Don't_abbreviate_"Wikipedia"_as_"Wiki"!	2009-02-10 07:08:13 UTC	Essay	5	0	8.650865951681763e-05	5.7789451876208664e-05	201	77	57	57	1673
430	Don't_accuse_someone_of_a_personal_attack_for_accusing_of_a_personal_attack	2008-06-19 06:25:00 UTC	Essay	2	0	0.00018621864048591264	0.00010142298614585324	25	19	10	10	857
431	Don't_assume	2008-03-08 06:18:18 UTC	Essay	2	0	0.0004578458303676198	2.3149088791910674e-05	22	20	10	10	222
432	Don't_be_a_WikiBigot	2013-12-27 18:53:03 UTC	Essay	2	0	0.0001745174691986668	9.809218200313229e-05	45	10	32	32	7466
433	Don't_be_a_dork	2008-01-09 04:39:42 UTC	Essay	-1	0	8.300830913174409e-05	7.4943093211221614e-06	20	13	2	2	3705
434	Don't_be_a_fanatic	2005-12-26 02:16:47 UTC	Essay	2	0	0.0005693569926349628	0.00015171812870093976	106	59	20	20	5098
435	Don't_be_a_jerk	2005-01-27 22:10:05 UTC	Essay	2	0	0.00033983401738514027	9.7092940760316e-05	162	94	90	90	549
436	Don't_be_an_ostrich	2006-07-13 17:51:38 UTC	Essay	1	0	8.43084392747714e-05	9.909142324594857e-05	29	26	13	13	2960
437	Don't_be_anal	2008-08-17 03:15:23 UTC	Essay	2	0	8.750875962683865e-05	8.726706853928917e-05	53	23	4	4	284
438	Don't_be_ashamed	2008-08-07 16:40:04 UTC	Essay	2	0	0.0001972197416961438	0.00014039339461568848	54	27	2	2	496
439	Don't_be_evil	2006-05-23 17:20:31 UTC	Essay	2	0	8.980898987988698e-05	7.161228906850065e-06	16	11	8	8	832
440	Don't_be_high_maintenance	2008-02-19 19:20:31 UTC	Essay	2	0	0.00019601962156411856	9.342905620332295e-05	247	89	415	415	817
441	Don't_be_inconsiderate	2007-10-30 09:49:31 UTC	Essay	2	0	0.0005307531283881517	0.00010658573256707074	43	22	12	12	2907
442	Don't_be_officious	2007-08-30 21:57:04 UTC	Essay	4	0	0.00010641065170623579	4.330045385537249e-06	13	11	9	9	247
443	Don't_be_prejudiced	2010-01-07 00:09:54 UTC	Essay	2	0	9.580959054001305e-05	8.87659304035136e-05	28	17	26	26	1437
444	Don't_be_quick_to_assume_that_someone_is_a_sockpuppet	2009-05-24 03:04:57 UTC	Essay	3	0	0.0004900490539102965	6.062063539752148e-05	102	39	16	16	858
445	Don't_be_trigger_happy	2015-08-22 02:42:38 UTC	Essay	2	0	0.0001896189808599841	0	17	3	0	0	1499
446	Don't_bludgeon_the_process	2008-10-20 00:11:08 UTC	Essay	2	0	0.00018711873058493156	3.430728267002589e-05	63	28	15	15	7331
447	Don't_build_the_Frankenstein	2009-09-18 23:23:14 UTC	Essay	1	0	0.0002483248573182176	3.3974202255753795e-05	89	33	7	7	2066
448	Don't_call_a_spade_a_spade	2007-10-29 06:21:22 UTC	Essay	2	0	0.0007730773850462431	0.00013789529150864775	104	50	71	71	6574
449	Don't_call_editors_trolls	2007-11-10 07:47:23 UTC	Essay	2	0	0.00011861187304849215	5.395902711207956e-05	20	15	5	5	1015
450	Don't_call_the_kettle_black	2006-11-24 15:35:22 UTC	Essay	2	0	0.000654565522008753	0.00014072647502996058	79	56	22	22	793
451	Don't_cite_WP42_at_AfD	2014-02-06 21:29:13 UTC	Essay	1	0	0.0001071107217832505	1.3822837192291987e-05	13	4	0	0	585
452	Don't_cite_essays_or_proposals_as_if_they_were_policy	2006-06-06 05:17:12 UTC	Proposal	2	0	0.00034803483828731255	0.00013406486674451867	81	39	100	100	549
453	Don't_come_down_like_a_ton_of_bricks	2009-11-16 14:48:52 UTC	Essay	2	0	0.00016381639802144195	9.959104386735672e-05	27	11	3	3	394
454	Don't_cry_COI	2013-10-16 15:28:11 UTC	Essay	3	0	0.0003417342075941802	0.00011391350168105685	44	11	5	5	719
455	Don't_cry_wolf	2008-08-15 18:37:52 UTC	Essay	2	0	0.00010371038140917906	1.2323975328067554e-05	21	11	2	2	1400
456	Don't_declare_ultimatums	2008-09-05 02:02:05 UTC	Essay	2	0	8.210821903272518e-05	4.829666006945393e-06	4	3	2	2	995
457	Don't_delete_the_main_page	2008-02-03 22:50:43 UTC	Essay	2	0	0.0008663867253112037	0.0002348216920618277	249	163	33	33	713
458	Don't_demolish_the_house_while_it's_still_being_built	2007-10-02 03:48:53 UTC	Essay	1	0	0.00026262628889151804	0.00014305803792986525	70	42	34	34	2899
459	Don't_draw_misleading_graphs	2008-06-13 21:47:33 UTC	Essay	5	0	0.00023972399637203683	3.280842080580146e-05	27	22	16	16	2306
460	Don't_drink_the_consensus_Kool-Aid	2009-06-26 00:19:07 UTC	Essay	2	0	0.00014281429571100067	9.959104386735672e-05	25	17	5	5	999
461	Don't_edit_for_power	2007-08-22 17:42:34 UTC	Essay	3	0	0.0001904190609480009	1.7320181542148996e-05	33	17	4	4	2929
462	Don't_edit_war_over_the_colour_of_templates	2007-04-24 20:06:52 UTC	Essay	2	0	0.00017391740913265418	3.847078784842709e-05	63	49	22	22	6086
463	Don't_enlist_the_masses	2008-02-11 10:54:03 UTC	Essay	2	0	8.38083892197609e-05	6.161987664033777e-06	9	7	3	3	2429
464	Don't_escalate	2006-10-07 22:09:46 UTC	Essay	2	0	0.00014901491639313094	8.160470149666353e-06	16	13	2	2	4946
465	Don't_fight_fire_with_fire	2009-12-11 22:07:59 UTC	Essay	2	0	9.710972068304037e-05	0.0001224070522449953	37	22	6	6	1445
466	Don't_give_the_developers_ideas	2006-06-15 21:36:22 UTC	Humor	2	0	0.000375137551268882	1.4655538227972226e-05	8	5	1	1	2397
467	Don't_go_out_of_your_way_to_be_diplomatic	2008-02-15 14:07:41 UTC	Essay	2	0	8.38083892197609e-05	4.496585592673297e-06	1	1	2	2	1230
468	Don't_help_too_much	2013-06-21 01:57:21 UTC	Essay	2	0	0.00024012403641604524	9.009825206060198e-05	21	4	1	1	91
469	Don't_hijack_references	2010-12-11 20:01:03 UTC	Essay	2	0	8.120812893370627e-05	7.66084952825821e-06	7	4	1	1	1844
470	Don't_hope_the_house_will_build_itself	2007-10-31 16:20:41 UTC	Essay	1	0	0.00015661567722929066	0.00010941691608838355	35	27	7	7	3127
471	Don't_ignore_all_rules_if_your_decision_is_biased	2009-04-16 19:13:11 UTC	Essay	1	0	0.00011591160275143542	7.4943093211221614e-06	24	10	2	2	3298
472	Don't_include_every_update	2007-07-17 16:10:26 UTC	Essay	1	0	8.460846930777771e-05	3.996964971265153e-06	10	5	2	2	3853
473	Don't_just_ignore_the_process	2008-01-16 09:10:28 UTC	Essay	2	0	8.960896985788278e-05	6.495068078305873e-06	7	7	4	4	7594
474	Don't_lie	2010-01-04 03:25:38 UTC	Essay	8	0	0.00017021703872557644	5.162746421217489e-06	51	24	17	17	21
475	Don't_lose_the_thread	2011-01-15 20:27:46 UTC	Essay	3	0	0.00023162318548086664	2.448141044899906e-05	30	10	1	1	6611
476	Don't_object_to_proposals	2007-05-26 22:36:03 UTC	Proposal	2	0	0.00010801081188226941	4.996206214081441e-06	17	13	32	32	6460
477	Don't_overload_your_watchlist!	2010-04-25 14:23:37 UTC	Essay	3	0	0.0001369137050618767	2.448141044899906e-05	30	16	7	7	1181
478	Don't_overlook_legal_threats	2007-11-27 09:57:04 UTC	Essay	3	0	0.0002584258684294298	3.380766204861775e-05	137	67	46	46	3232
479	Don't_overuse_quotes	2007-02-28 22:01:08 UTC	Essay	1	0	9.15091600669227e-05	4.330045385537249e-06	5	3	2	2	1896
480	Don't_overuse_shortcuts_to_policy_and_guidelines_to_win_your_argument	2007-01-23 18:11:11 UTC	Essay	1	0	0.00015611562717428014	0.00011191501919542428	59	29	44	44	7581
481	Don't_overwhelm_the_newbies	2012-12-11 20:28:40 UTC	Essay	2	0	8.290829912074198e-05	6.828148492577969e-06	9	1	2	2	1591
482	Don't_panic	2006-02-06 06:37:26 UTC	Essay	2	0	0.00018561858041990002	0.0001345644873659268	71	51	36	36	1515
483	Don't_poke_the_bear	2008-09-01 20:44:08 UTC	Essay	2	0	0.00010871088195928412	0.00012357283369494765	129	62	15	15	239
484	Don't_remind_others_of_past_misdeeds	2011-03-05 16:46:33 UTC	Essay	2	0	0.00013181319450076951	9.942450366022067e-05	15	10	0	0	3706
485	Don't_restore_removed_comments	2007-10-06 14:03:57 UTC	Essay	2	0	0.00030303033333636695	3.847078784842709e-05	94	48	145	145	489
486	Don't_revert_due_solely_to_"no_consensus"	2009-01-11 18:55:55 UTC	Essay	2	0	0.0005420542596313891	3.930348888410734e-05	98	36	53	53	1466
487	Don't_shoot_the_messenger	2007-11-26 22:11:33 UTC	Essay	2	0	8.530853938479242e-05	8.160470149666353e-06	12	10	2	2	4824
488	Don't_shoot_yourself_in_the_foot	2010-02-15 07:36:07 UTC	Essay	2	0	0.000578457903636154	0.0001428914977227292	63	45	65	65	1160
489	Don't_smother_conflict	2007-04-30 09:14:23 UTC	Essay	2	0	9.540955049600465e-05	5.495826835489585e-06	19	7	3	3	3947
490	Don't_spite_your_face	2006-05-29 06:30:34 UTC	Essay	2	0	0.00026982700968366933	0.00010475379028857421	56	28	3	3	3403
491	Don't_stuff_beans_up_your_nose	2005-04-20 06:26:56 UTC	Essay	2	0	0.001353435478891437	0.0003255861049509739	389	266	154	154	1355
492	Don't_template_anyone	2013-03-21 20:38:02 UTC	Essay	2	0	0.0001279128040716876	3.3308041427209605e-06	6	4	0	0	1364
493	Don't_template_the_regulars	2007-01-04 19:22:09 UTC	Essay	2	0	0.0004934493942843678	0.00015738049574356538	157	106	335	335	485
494	Don't_throw_your_toys_out_of_the_pram	2012-09-01 10:49:47 UTC	Essay	2	0	0.00029612964257722197	0.00016254324216478287	45	19	2	2	3006
495	Don't_use_line_breaks	2002-04-23 15:59:01 UTC	Essay	4	0	0.00020732075280735602	9.992412428162881e-05	103	69	80	80	599
496	Don't_worry_about_performance	2006-06-27 21:53:24 UTC	Essay	3	0	0.0006792679947262721	5.412556731921561e-05	121	76	81	81	1819
497	Donating_copyrighted_materials	2005-02-10 20:03:16 UTC	Other	5	0	0.0011406141754789654	0.00044932547885305756	140	79	51	51	1340
498	Double_redirects	2004-11-10 15:31:03 UTC	Other	4	0	0.0003644364800916572	0.00010908383567411145	180	109	118	118	300
499	Drafts	2013-12-06 23:05:01 UTC	Essay	4	0	0.001587458904636354	0.0020188003909031743	155	66	741	741	2135
500	Drafts_aren't_part_of_the_encyclopedia	2014-01-07 07:08:02 UTC	Proposal	1	0	8.40084092417651e-05	2.3315628999046723e-06	6	3	0	0	414
501	Drama	2008-07-15 20:23:29 UTC	Essay	2	0	0.0006676668334500283	9.642677993177181e-05	95	55	40	40	420
502	Drop_the_stick_and_back_slowly_away_from_the_horse_carcass	2007-02-12 22:22:04 UTC	Essay	2	0	0.0006998700569927049	0.0003787124310273732	131	97	74	74	2112
503	Dynamic_tension	2008-05-25 09:25:38 UTC	Essay	2	0	8.700870957182814e-05	5.995447456897729e-06	6	5	2	2	501
504	EasyTimeline	2005-01-16 05:44:45 UTC	Other	5	0	0.0016645666231189743	2.5813732106087445e-05	18	16	0	0	11787
505	Edit_count	2005-12-29 20:29:37 UTC	Essay	3	0	0.00021022104312641695	8.976517164632989e-05	133	96	12	12	412
506	Edit_filter	2008-06-23 08:26:02 UTC	Essay	3	0	0.0005879588546813537	0.0009039802443344686	231	119	5510	5510	8128
507	Edit_lock	2005-05-14 04:55:05 UTC	Other	4	0	0.00019781980176215638	0.00022199809611235202	202	161	12	12	699
508	Edit_requests	2007-10-12 08:58:10 UTC	Essay	3	0	0.00015891590748233898	0.00028211911088846535	176	82	102	102	51
509	Edit_summary_legend	2004-01-06 02:02:59 UTC	Other	2	0	0.00011221123234435768	0.0010108990573158116	474	240	64	64	4969
510	Edit_this_proposal	2005-04-03 14:07:37 UTC	Essay	2	0	0.0002674267694196189	1.4822078435108275e-05	27	19	6	6	4374
511	Edit_warring	2003-04-26 05:26:29 UTC	Policy	2	0	0.007275628290391868	0.0016930477457450643	1436	723	2825	2825	59
512	Editcountitis	2005-07-27 22:27:07 UTC	Essay	3	0	0.0005342534787732252	0.0002153364878269101	210	126	112	112	718
513	Editing_Under_the_Influence	2006-02-21 03:48:16 UTC	Essay	2	0	0.00039333937327126447	4.1635051784012005e-05	278	158	20	20	1348
514	Editing_environment	2012-03-03 16:55:42 UTC	Essay	2	0	0.00010051006105711181	1.1158193878115218e-05	142	16	31	31	21003
515	Editing_on_mobile_devices	2011-08-03 21:02:38 UTC	Essay	6	0	0.00017961797975977396	0.0001647082648575515	123	55	9	9	330
516	Editing_policy	2001-10-18 06:53:40 UTC	Policy	2	0	0.004326433075950903	0.0020301251249884257	1073	461	1300	1300	6798
517	Editing_policy_pages	2006-05-18 15:41:40 UTC	Proposal	3	0	0.00012531254378563293	4.996206214081441e-06	217	72	110	110	2107
518	Editing_restrictions	2007-12-16 04:52:04 UTC	Other	3	0	0.001279228050727878	0.0013106714301606979	1244	286	303	303	1340
519	Editing_scientific_articles	2009-08-12 20:50:16 UTC	Essay	1	0	9.500951045199625e-05	1.2157435120931506e-05	169	32	436	436	3400
520	Editing_the_interface	2009-01-11 17:36:34 UTC	Essay	2	0	8.770877964884285e-05	1.3156676363747794e-05	19	8	3	3	3019
521	Editing_the_main_page	2004-02-23 20:34:17 UTC	Other	3	0	9.94099509360887e-05	0.0002101737414056926	136	88	30	30	332
522	Editnotice	2008-09-09 02:16:52 UTC	Essay	3	0	0.0008669867853772162	0.0015518216500936956	309	128	425	425	1018
523	Editor	2005-12-15 19:50:16 UTC	Other	3	0	0.0002669267193646084	9.526099848181948e-05	194	130	12	12	1118
524	Editor_tags	2005-11-02 01:26:10 UTC	Proposal	-1	0	8.670867953882183e-05	1.265705574233965e-05	30	11	43	43	495
525	Editorial_Council	2008-08-16 00:27:18 UTC	Proposal	2	0	8.190819901072098e-05	1.6987101127876898e-05	32	11	90	90	10140
526	Editorial_discretion	2007-05-30 19:33:08 UTC	Essay	2	0	0.0002909291220051127	6.611646223301106e-05	54	35	4	4	1059
527	Editorial_oversight_and_control	2007-01-08 02:20:48 UTC	Basic	3	0	0.0004298430272870314	0.0006896429977503749	231	72	13	13	11791
528	Editors_are_not_mindreaders	2009-09-11 13:08:24 UTC	Essay	4	0	0.00034963499846334616	0.00013006790177325352	25	12	10	10	2317
529	Editors_have_pride	2009-10-08 14:44:43 UTC	Essay	3	0	0.00012591260385164555	1.2490515535203602e-05	21	4	14	14	1994
530	Editors_matter	2007-09-04 16:21:42 UTC	Essay	4	0	0.00027742777051982905	2.264946817050253e-05	31	17	66	66	3019
531	Editors_should_be_logged-in_users_(failed_proposal)	2005-09-20 18:48:55 UTC	Proposal	3	0	0.00011661167282845013	1.5654779470788516e-05	50	27	7	7	1042
532	Editors_will_sometimes_be_wrong	2008-08-07 00:06:06 UTC	Essay	2	0	9.16091700779248e-05	6.828148492577969e-06	46	12	20	20	2122
533	Edits_Per_Day	2008-05-09 00:25:34 UTC	Humor	3	0	0.00016401641804344614	0.00010791805422415912	154	52	10	10	1149
534	Editsummarisis	2008-08-12 08:03:56 UTC	Essay	6	0	8.750875962683865e-05	1.0325492842434977e-05	8	4	2	2	1659
535	Eguor_admins	2007-12-31 07:05:44 UTC	Essay	2	0	7.840784862564743e-05	1.515515884938037e-05	25	20	8	8	4299
536	Eight_simple_rules_for_editing_our_encyclopedia	2010-05-19 03:40:32 UTC	Essay	2	0	0.00021782180396257665	0.00015788011636497354	51	16	2	2	124
537	Elections	2004-03-17 03:48:35 UTC	Essay	3	0	0.0008386839522636216	0.00021283838471986938	164	78	35	35	1778
538	Elements_of_Style_improvement_project	2005-09-12 03:51:34 UTC	Guideline	4	0	0.00010261027128815594	1.5821319677924563e-05	108	52	41	41	1667
539	Embedded_citations	2006-07-03 22:04:30 UTC	Essay	1	0	0.000502450295274557	0.0006112025601892962	82	46	35	35	2647
540	Embrace_weasel_words	2006-07-17 15:11:19 UTC	Essay	1	0	8.47084793187798e-05	8.493550563938449e-06	90	62	45	45	5943
541	Emoticons	2005-11-15 17:01:05 UTC	Culture	3	0	8.920892981387436e-05	5.8455612704752855e-05	83	50	11	11	762
542	En.Wiki_is_not_De.Wiki	2007-07-30 09:06:33 UTC	Essay	5	0	8.760876963784074e-05	9.992412428162882e-06	15	9	9	9	1043
543	Encourage_full_discussions	2008-10-10 21:22:54 UTC	Essay	1	0	0.0001375137651278893	0.0001140800418881929	13	9	2	2	2046
544	Encourage_the_newcomers	2012-06-07 15:46:39 UTC	Essay	2	0	0.00015451546699824653	0.00012806941928762092	25	11	2	2	2290
545	Encyclopedic_dictionary_articles	2011-01-13 18:00:08 UTC	Proposal	4	0	0.00010461047150819797	6.328527871169825e-06	12	1	7	7	3407
546	Encyclopedic_genre	2011-03-02 20:55:03 UTC	Essay	4	0	8.41084192527672e-05	9.825872221026834e-06	8	1	0	0	576
547	Endorsements	2012-11-06 16:55:12 UTC	Essay	1	0	9.810982079306139e-05	0.0002746248015673432	18	8	1	1	2269
548	English_uses_plain_letters	2008-12-01 01:13:33 UTC	Essay	4	0	8.920892981387436e-05	8.327010356802401e-06	12	9	5	5	2620
549	Enjoy_yourself	2006-02-19 04:57:23 UTC	Essay	2	0	0.00019931995192718792	0.00012007548934509063	38	29	21	21	1160
550	Equality	2009-05-22 03:17:59 UTC	Essay	2	0	0.00018901892079397148	2.8478375420264213e-05	29	17	245	245	729
551	Errors_in_the_Encyclop%C3%A6dia_Britannica_that_have_been_corrected_in_Wikipedia	2001-11-19 23:50:13 UTC	Other	5	0	0.0002355235759099486	9.875834283167648e-05	755	427	104	104	2404
552	Errors_in_the_New_International_Encyclopedia_that_have_been_corrected_in_Wikipedia	2006-11-03 14:19:59 UTC	Other	5	0	0.00013111312442375483	6.495068078305873e-06	58	14	4	4	1283
553	Essays	2007-06-04 15:18:06 UTC	Essay	2	0	0.0014297431172860403	0.0018176198206828283	251	65	26	26	44
554	Essays_are_not_policy	2007-01-28 10:32:43 UTC	Essay	2	0	0.000212221243346459	0.00013606334923015124	60	20	42	42	2163
555	Ethical_Code_for_Wikipedians	2008-08-25 19:49:21 UTC	Essay	2	0	0.00011231124235535977	8.826630978210546e-06	3	1	2	2	4199
556	Ethically_researching_Wikipedia	2008-11-14 23:35:54 UTC	Essay	5	0	0.00015091510660217089	1.948520423491762e-05	24	10	29	29	5604
557	Ethics	2007-06-28 09:24:01 UTC	Essay	2	0	0.00015661567722929066	1.1990894913795458e-05	39	17	5	5	251
558	Etiquette	2001-11-28 10:03:12 UTC	Guideline	2	0	0.0024261428568999755	0.004292240758517366	744	471	310	310	10004
559	Evaluating_Wikipedia_as_an_encyclopedia	2007-02-16 07:00:27 UTC	Essay	5	0	0.0001386138752489124	2.8311835213128165e-05	77	27	7	7	2307
560	Evaluating_how_interesting_an_integer's_mathematical_property_is	2006-06-06 22:33:35 UTC	Essay	1	0	0.00012411242365360773	1.1657814499523361e-05	49	21	7	7	7810
561	Evaluating_sources	2007-12-18 00:21:39 UTC	Essay	1	0	0.00010911092200329252	2.448141044899906e-05	337	25	339	339	6310
562	Even_more_Best_of_BJAODN	2005-10-20 11:04:14 UTC	Humor	9	0	0.00017191720891261215	2.631335272749559e-05	65	43	0	0	1122
563	Every_edit_must_stand_on_its_own_feet	2009-07-02 17:42:39 UTC	Essay	2	0	0.00012691270396166657	1.3822837192291987e-05	40	7	10	10	942
564	Every_snowflake_is_unique	2011-04-25 15:39:37 UTC	Essay	1	0	0.00040584062464652713	0.00013040098218752562	116	13	102	102	262
565	Everything_you_need_to_know	2013-12-14 23:03:50 UTC	Essay	3	0	0.00010351036138717485	2.781221459172002e-05	75	7	1	1	1244
566	Example_cruft	2010-06-08 20:41:29 UTC	Essay	1	0	0.00010521053157421058	0.00018369384847106098	33	9	3	3	2774
567	Exceptions_should_leave_the_rule_intact	2008-08-07 04:02:58 UTC	Essay	1	0	0.00020002002200420263	2.53141114846793e-05	19	7	19	19	8886
568	Exclusion_(essay)	2006-07-20 10:18:03 UTC	Essay	1	0	8.130813894470836e-05	5.495826835489585e-06	7	5	10	10	2599
569	Existence_%E2%89%A0_Notability	2009-01-16 02:50:26 UTC	Essay	1	0	0.00042324236656089275	0.00015205120911521185	113	42	38	38	536
570	Existence_does_not_prove_notability	2007-09-08 17:07:06 UTC	Essay	1	0	0.00012081209329053839	1.7653261956421092e-05	13	9	5	5	811
571	Expectations_and_norms_of_the_Wikipedia_community	2010-02-02 17:22:06 UTC	Essay	2	0	0.0007133714084779886	0.0011814362294231247	238	33	147	147	5412
572	Experienced_users_can_give_permission	2011-12-12 16:09:34 UTC	Proposal	3	0	8.170817898871678e-05	3.830424764129105e-06	9	1	25	25	606
573	Experiment	2008-02-23 21:48:03 UTC	Essay	2	0	8.810881969285125e-05	4.496585592673297e-06	45	9	3	3	1624
574	Experimental_vandalism_protection	2005-11-15 21:25:40 UTC	Proposal	3	0	9.380939031997103e-05	4.1635051784012005e-06	37	7	50	50	2366
575	Expert_editors	2006-05-02 03:45:16 UTC	Essay	8	0	0.0006780678745942469	0.0003425732060788508	192	69	194	194	4167
576	Expert_rebellion	2006-08-29 13:26:43 UTC	Essay	8	0	0.00018161817997981597	8.660090771074498e-06	85	32	100	100	250
577	Expert_retention	2006-09-05 18:34:03 UTC	Essay	8	0	0.0004421442586402899	4.313391364823644e-05	393	144	490	490	17444
578	Explode	2009-01-16 05:53:25 UTC	Humor	2	0	0.00014691470616208684	2.131714651341415e-05	22	9	9	9	1233
579	Expressing_thanks	2008-04-26 13:38:36 UTC	Essay	2	0	0.00010471048151920007	2.2482927963366483e-05	22	17	2	2	3259
580	Extended_image_syntax	2004-01-29 22:34:14 UTC	Guideline	5	0	0.0004611461607306891	0.001296515512554134	755	423	615	615	2283
581	External_discussion	2008-02-11 04:46:07 UTC	Essay	3	0	8.300830913174409e-05	8.027237983957515e-05	10	8	0	0	2347
582	External_links	2003-09-13 23:50:56 UTC	Guideline	4	0	0.004135613974958894	0.005214040805015392	2449	909	8870	8870	37
583	Extreme_article_deletion	2004-11-16 01:44:46 UTC	Humor	1	0	0.00010401041144218536	1.865250319923738e-05	158	88	27	27	930
584	Extreme_article_inclusion	2004-11-29 22:45:24 UTC	Humor	1	0	8.47084793187798e-05	6.661608285441921e-06	26	15	1	1	3030
585	FAQ	2006-06-07 19:13:39 UTC	Other	5	0	0.00026372639901254115	0.0037083507922983814	782	461	255	255	1339
586	FLAG-BAND	2008-05-23 02:25:56 UTC	Essay	1	0	9.080908998990799e-05	6.495068078305873e-06	31	18	2	2	5275
587	FLAG-BIO	2008-05-23 02:29:27 UTC	Essay	1	0	0.0001749175092426752	6.994688699714017e-06	54	21	3	3	8675
588	FLAG-FICT	2008-05-23 03:11:17 UTC	Essay	1	0	8.530853938479242e-05	5.995447456897729e-06	28	16	2	2	5376
589	FLAG-INC	2008-05-23 03:04:19 UTC	Essay	1	0	9.11091200229143e-05	5.329286628353537e-06	31	19	2	2	6027
590	FLAG-MOVIE	2008-06-06 03:38:30 UTC	Essay	1	0	8.200820902172307e-05	7.827389735394258e-06	19	15	2	2	3272
591	FLAG-PROF	2008-05-23 01:56:42 UTC	Essay	1	0	8.290829912074198e-05	7.327769113986113e-06	31	16	6	6	5346
592	FLAG-PROTOCOL	2008-05-23 06:12:46 UTC	Essay	1	0	8.510851936278822e-05	1.1158193878115218e-05	24	12	4	4	16423
593	FLAG-WEB	2008-05-23 03:16:52 UTC	Essay	1	0	8.750875962683865e-05	6.328527871169825e-06	30	17	2	2	5542
594	Facebook_directory	2004-04-21 03:02:25 UTC	Culture	3	0	0.00021082110319242957	4.380007447678063e-05	1358	712	175	175	1874
595	Fact_laundering	2006-10-13 17:17:32 UTC	Essay	1	0	0.00014211422563398596	7.327769113986113e-06	44	11	4	4	597
596	Facts_precede_opinions	2005-12-23 19:46:02 UTC	Essay	1	0	0.00013281329461079053	9.992412428162882e-06	41	8	5	5	257
597	Failure	2009-11-09 18:05:16 UTC	Essay	5	0	0.00010901091199229043	0.00011574544395955338	12	6	3	3	547
598	Fait_accompli	2008-09-06 10:16:20 UTC	Essay	2	0	0.00020732075280735602	2.1816767134822292e-05	18	11	11	11	98
599	False_consensus	2009-12-12 12:22:16 UTC	Essay	2	0	0.0002062206426863329	1.8819043406373426e-05	24	11	9	9	4198
600	Family_trees	2005-04-16 08:46:25 UTC	Essay	5	0	0.00014131414554596915	0.0007091282019852925	118	50	13	13	42
601	Famous_Residents	2008-04-17 02:23:24 UTC	Essay	1	0	8.640864950581554e-05	1.0325492842434977e-05	4	3	5	5	1828
602	Fan_analysis	2008-01-26 07:24:54 UTC	Essay	5	0	8.780878965984496e-05	9.492791806754737e-06	8	2	10	10	432
603	Fancruft	2004-10-09 05:41:05 UTC	Essay	1	0	0.0005265527079260634	0.0014888694517962693	642	388	309	309	227
604	Fart	2012-04-25 00:01:04 UTC	Essay	1	0	0.00013991400539193973	0	90	24	28	28	164
605	Featured_article_criteria	2004-04-20 00:41:06 UTC	Other	5	0	0.0009867987785577336	0.001171776897409234	671	277	4240	4240	1749
606	Featured_portal_criteria	2005-12-07 17:25:50 UTC	Other	5	0	0.00020692071276334762	0.000499454081201008	99	53	102	102	651
607	Fictitious_references	2008-08-04 00:15:49 UTC	Essay	1	0	0.00034513454796825164	2.5813732106087445e-05	35	14	13	13	1015
608	Field_guide_to_proper_speedy_deletion	2007-04-15 05:26:11 UTC	Essay	1	0	0.00011351136248738499	9.992412428162881e-05	108	41	47	47	2820
609	File_copyright_tags	2004-02-20 18:20:11 UTC	Other	5	0	0.0013914392830722355	0.0011889305387442468	1532	694	2749	2749	220
610	File_mover	2011-02-25 04:23:13 UTC	Essay	5	0	0.0004509451396084748	0.0004015284394050118	155	70	263	263	1857
611	File_names	2005-08-31 03:04:37 UTC	Guideline	5	0	0.0002383238562180074	0.00015438277201511652	161	85	99	99	887
612	Film_project	2011-01-22 16:58:50 UTC	Essay	1	0	9.20092101219332e-05	7.161228906850065e-06	20	5	14	14	4839
613	Find_templates	2011-03-19 18:45:39 UTC	Essay	7	0	0.00010301031133216435	2.6646433141767686e-06	10	6	0	0	5819
614	Finding_images_tutorial	2004-07-14 05:03:39 UTC	Other	5	0	0.00029532956248920516	0.00011607852437382547	118	86	45	45	13802
615	Fire_(essay)	2007-10-18 23:16:24 UTC	Essay	2	0	9.400941034197523e-05	1.0325492842434977e-05	16	10	19	19	517
616	First_Law	2013-09-12 11:07:10 UTC	Essay	2	0	8.540854939579452e-05	1.6654020713604802e-06	8	3	0	0	4388
617	First_contact	2012-08-01 05:46:29 UTC	Essay	1	0	8.620862948381133e-05	5.495826835489585e-06	33	3	42	42	3425
618	Five_pillars	2005-05-04 04:45:56 UTC	Basic	2	0	0.0038949898884878377	0.0033869281925258087	1529	839	1728	1728	2914
619	Five_pillars_of_evil	2007-07-28 15:07:23 UTC	Essay	2	0	0.00012821283410469387	2.131714651341415e-05	38	28	5	5	2474
620	Follow_all_rules	2006-11-29 01:15:52 UTC	Humor	2	0	0.00020422044246629087	2.7479134177447926e-05	31	23	10	10	1860
621	Follow_consensus,_not_policy	2007-04-29 21:38:01 UTC	Essay	2	0	8.160816897771467e-05	7.66084952825821e-06	22	10	13	13	7447
622	Follow_the_leader	2008-07-04 22:15:00 UTC	Essay	6	0	0.00021012103311541486	0.00012573785638771625	32	17	8	8	385
623	Footnote3	2005-02-19 20:44:36 UTC	Other	1	0	0.0002666266893316021	0.00025397381588247324	228	67	5	5	1551
